max_depth,learning_rate,n_estimators,subsample,colsample_bytree,Accuracy,Recall,F1,Time
3,0.01,50,0.6,0.6,0.6753246753246753,0.0625,0.11764705882352941,0.194563627243042
3,0.01,50,0.6,0.8,0.7056277056277056,0.2125,0.3333333333333333,0.03793191909790039
3,0.01,50,0.6,1.0,0.7186147186147186,0.2625,0.3925233644859813,0.037223100662231445
3,0.01,50,0.8,0.6,0.6753246753246753,0.075,0.13793103448275862,0.037004947662353516
3,0.01,50,0.8,0.8,0.7056277056277056,0.225,0.34615384615384615,0.051451683044433594
3,0.01,50,0.8,1.0,0.7186147186147186,0.275,0.4036697247706422,0.040107011795043945
3,0.01,50,1.0,0.6,0.6796536796536796,0.1,0.17777777777777778,0.04336261749267578
3,0.01,50,1.0,0.8,0.7012987012987013,0.225,0.34285714285714286,0.03830981254577637
3,0.01,50,1.0,1.0,0.7229437229437229,0.2875,0.41818181818181815,0.040222883224487305
3,0.01,100,0.6,0.6,0.7445887445887446,0.3875,0.512396694214876,0.06882095336914062
3,0.01,100,0.6,0.8,0.7619047619047619,0.525,0.60431654676259,0.07077693939208984
3,0.01,100,0.6,1.0,0.7575757575757576,0.525,0.6,0.07315802574157715
3,0.01,100,0.8,0.6,0.7316017316017316,0.3625,0.48333333333333334,0.06627297401428223
3,0.01,100,0.8,0.8,0.7662337662337663,0.5125,0.6029411764705882,0.06969285011291504
3,0.01,100,0.8,1.0,0.7575757575757576,0.525,0.6,0.07114338874816895
3,0.01,100,1.0,0.6,0.7359307359307359,0.4125,0.5196850393700787,0.06375455856323242
3,0.01,100,1.0,0.8,0.7619047619047619,0.4875,0.5864661654135338,0.07092142105102539
3,0.01,100,1.0,1.0,0.7619047619047619,0.525,0.60431654676259,0.06934261322021484
3,0.01,200,0.6,0.6,0.7662337662337663,0.575,0.6301369863013698,0.12736797332763672
3,0.01,200,0.6,0.8,0.7662337662337663,0.6,0.64,0.1339588165283203
3,0.01,200,0.6,1.0,0.7489177489177489,0.6,0.6233766233766234,0.1377248764038086
3,0.01,200,0.8,0.6,0.7619047619047619,0.5625,0.6206896551724138,0.12207317352294922
3,0.01,200,0.8,0.8,0.7619047619047619,0.5875,0.6308724832214765,0.17381691932678223
3,0.01,200,0.8,1.0,0.7575757575757576,0.6,0.631578947368421,0.13225221633911133
3,0.01,200,1.0,0.6,0.7792207792207793,0.575,0.6433566433566433,0.1213076114654541
3,0.01,200,1.0,0.8,0.7705627705627706,0.625,0.6535947712418301,0.1420750617980957
3,0.01,200,1.0,1.0,0.7575757575757576,0.6,0.631578947368421,0.14807534217834473
3,0.05,50,0.6,0.6,0.7705627705627706,0.5875,0.6394557823129252,0.04002666473388672
3,0.05,50,0.6,0.8,0.7662337662337663,0.625,0.6493506493506493,0.03708815574645996
3,0.05,50,0.6,1.0,0.7792207792207793,0.6625,0.6751592356687898,0.04201650619506836
3,0.05,50,0.8,0.6,0.7792207792207793,0.6,0.6530612244897959,0.03850221633911133
3,0.05,50,0.8,0.8,0.7532467532467533,0.6,0.6274509803921569,0.04177999496459961
3,0.05,50,0.8,1.0,0.7489177489177489,0.625,0.6329113924050633,0.04231429100036621
3,0.05,50,1.0,0.6,0.7792207792207793,0.625,0.6622516556291391,0.03913593292236328
3,0.05,50,1.0,0.8,0.7619047619047619,0.625,0.6451612903225806,0.038690805435180664
3,0.05,50,1.0,1.0,0.7619047619047619,0.625,0.6451612903225806,0.04978442192077637
3,0.05,100,0.6,0.6,0.7489177489177489,0.625,0.6329113924050633,0.06700825691223145
3,0.05,100,0.6,0.8,0.7619047619047619,0.6625,0.6583850931677019,0.06409478187561035
3,0.05,100,0.6,1.0,0.7489177489177489,0.65,0.6419753086419753,0.06579113006591797
3,0.05,100,0.8,0.6,0.7532467532467533,0.65,0.6459627329192547,0.06722116470336914
3,0.05,100,0.8,0.8,0.7489177489177489,0.65,0.6419753086419753,0.07026314735412598
3,0.05,100,0.8,1.0,0.7532467532467533,0.65,0.6459627329192547,0.07069516181945801
3,0.05,100,1.0,0.6,0.7489177489177489,0.65,0.6419753086419753,0.0627286434173584
3,0.05,100,1.0,0.8,0.7619047619047619,0.6625,0.6583850931677019,0.06584453582763672
3,0.05,100,1.0,1.0,0.7575757575757576,0.65,0.65,0.0673515796661377
3,0.05,200,0.6,0.6,0.7532467532467533,0.675,0.6545454545454545,0.12040019035339355
3,0.05,200,0.6,0.8,0.7619047619047619,0.6875,0.6666666666666666,0.12804269790649414
3,0.05,200,0.6,1.0,0.7532467532467533,0.675,0.6545454545454545,0.1311483383178711
3,0.05,200,0.8,0.6,0.7662337662337663,0.6875,0.6707317073170732,0.12293267250061035
3,0.05,200,0.8,0.8,0.7445887445887446,0.6875,0.650887573964497,0.12884140014648438
3,0.05,200,0.8,1.0,0.7532467532467533,0.6875,0.6586826347305389,0.1238870620727539
3,0.05,200,1.0,0.6,0.7619047619047619,0.6875,0.6666666666666666,0.1223297119140625
3,0.05,200,1.0,0.8,0.7532467532467533,0.6875,0.6586826347305389,0.15436315536499023
3,0.05,200,1.0,1.0,0.7359307359307359,0.675,0.6390532544378699,0.17906951904296875
3,0.1,50,0.6,0.6,0.7316017316017316,0.625,0.6172839506172839,0.03960251808166504
3,0.1,50,0.6,0.8,0.7575757575757576,0.65,0.65,0.039397478103637695
3,0.1,50,0.6,1.0,0.7489177489177489,0.6375,0.6375,0.04218173027038574
3,0.1,50,0.8,0.6,0.7662337662337663,0.675,0.6666666666666666,0.04580879211425781
3,0.1,50,0.8,0.8,0.7575757575757576,0.65,0.65,0.04017972946166992
3,0.1,50,0.8,1.0,0.7532467532467533,0.6625,0.6503067484662577,0.05811929702758789
3,0.1,50,1.0,0.6,0.7619047619047619,0.6625,0.6583850931677019,0.036244869232177734
3,0.1,50,1.0,0.8,0.7575757575757576,0.65,0.65,0.038773536682128906
3,0.1,50,1.0,1.0,0.7705627705627706,0.6625,0.6666666666666666,0.055400848388671875
3,0.1,100,0.6,0.6,0.7575757575757576,0.6625,0.654320987654321,0.06816577911376953
3,0.1,100,0.6,0.8,0.7705627705627706,0.6875,0.6748466257668712,0.06747865676879883
3,0.1,100,0.6,1.0,0.7272727272727273,0.6375,0.6181818181818182,0.07133150100708008
3,0.1,100,0.8,0.6,0.7489177489177489,0.6875,0.6547619047619048,0.06604290008544922
3,0.1,100,0.8,0.8,0.7489177489177489,0.6875,0.6547619047619048,0.08862948417663574
3,0.1,100,0.8,1.0,0.7532467532467533,0.7,0.6627218934911243,0.08322668075561523
3,0.1,100,1.0,0.6,0.7359307359307359,0.6625,0.6347305389221557,0.05610513687133789
3,0.1,100,1.0,0.8,0.7402597402597403,0.675,0.6428571428571429,0.0660545825958252
3,0.1,100,1.0,1.0,0.7359307359307359,0.675,0.6390532544378699,0.0677790641784668
3,0.1,200,0.6,0.6,0.7532467532467533,0.675,0.6545454545454545,0.1408987045288086
3,0.1,200,0.6,0.8,0.7445887445887446,0.7,0.6549707602339181,0.12773871421813965
3,0.1,200,0.6,1.0,0.7445887445887446,0.675,0.6467065868263473,0.12544536590576172
3,0.1,200,0.8,0.6,0.7402597402597403,0.6875,0.6470588235294118,0.14663290977478027
3,0.1,200,0.8,0.8,0.7359307359307359,0.7,0.6473988439306358,0.12473320960998535
3,0.1,200,0.8,1.0,0.7316017316017316,0.725,0.651685393258427,0.1309065818786621
3,0.1,200,1.0,0.6,0.7272727272727273,0.65,0.6227544910179641,0.11720681190490723
3,0.1,200,1.0,0.8,0.7359307359307359,0.6625,0.6347305389221557,0.12304377555847168
3,0.1,200,1.0,1.0,0.7359307359307359,0.6625,0.6347305389221557,0.12096786499023438
3,0.3,50,0.6,0.6,0.7489177489177489,0.6625,0.6463414634146342,0.038567543029785156
3,0.3,50,0.6,0.8,0.7272727272727273,0.6625,0.6272189349112426,0.039174556732177734
3,0.3,50,0.6,1.0,0.7575757575757576,0.6875,0.6626506024096386,0.04140830039978027
3,0.3,50,0.8,0.6,0.7272727272727273,0.6375,0.6181818181818182,0.03794407844543457
3,0.3,50,0.8,0.8,0.7359307359307359,0.7,0.6473988439306358,0.037206172943115234
3,0.3,50,0.8,1.0,0.7445887445887446,0.7125,0.6589595375722543,0.04142451286315918
3,0.3,50,1.0,0.6,0.7402597402597403,0.65,0.6341463414634146,0.03811788558959961
3,0.3,50,1.0,0.8,0.7186147186147186,0.65,0.6153846153846154,0.038274288177490234
3,0.3,50,1.0,1.0,0.7489177489177489,0.6875,0.6547619047619048,0.04047727584838867
3,0.3,100,0.6,0.6,0.7445887445887446,0.6375,0.6335403726708074,0.0679166316986084
3,0.3,100,0.6,0.8,0.7316017316017316,0.65,0.6265060240963856,0.06901717185974121
3,0.3,100,0.6,1.0,0.7056277056277056,0.6375,0.6,0.06931686401367188
3,0.3,100,0.8,0.6,0.70995670995671,0.6375,0.6035502958579881,0.06728839874267578
3,0.3,100,0.8,0.8,0.7142857142857143,0.7,0.6292134831460674,0.0670325756072998
3,0.3,100,0.8,1.0,0.7186147186147186,0.6875,0.6285714285714286,0.07199525833129883
3,0.3,100,1.0,0.6,0.7229437229437229,0.6375,0.6144578313253012,0.06328558921813965
3,0.3,100,1.0,0.8,0.7359307359307359,0.6625,0.6347305389221557,0.0662994384765625
3,0.3,100,1.0,1.0,0.7229437229437229,0.6375,0.6144578313253012,0.06572914123535156
3,0.3,200,0.6,0.6,0.7186147186147186,0.6125,0.6012269938650306,0.11991524696350098
3,0.3,200,0.6,0.8,0.7272727272727273,0.625,0.6134969325153374,0.12479376792907715
3,0.3,200,0.6,1.0,0.7056277056277056,0.625,0.5952380952380952,0.12176966667175293
3,0.3,200,0.8,0.6,0.70995670995671,0.6375,0.6035502958579881,0.12053704261779785
3,0.3,200,0.8,0.8,0.7142857142857143,0.6875,0.625,0.15455842018127441
3,0.3,200,0.8,1.0,0.7272727272727273,0.7,0.64,0.1251544952392578
3,0.3,200,1.0,0.6,0.7142857142857143,0.6625,0.6162790697674418,0.11614584922790527
3,0.3,200,1.0,0.8,0.7229437229437229,0.65,0.6190476190476191,0.12297391891479492
3,0.3,200,1.0,1.0,0.7272727272727273,0.675,0.631578947368421,0.16014432907104492
5,0.01,50,0.6,0.6,0.670995670995671,0.0625,0.11627906976744186,0.05188870429992676
5,0.01,50,0.6,0.8,0.6926406926406926,0.1875,0.297029702970297,0.05668139457702637
5,0.01,50,0.6,1.0,0.7142857142857143,0.25,0.37735849056603776,0.05644702911376953
5,0.01,50,0.8,0.6,0.670995670995671,0.075,0.13636363636363635,0.0541226863861084
5,0.01,50,0.8,0.8,0.7056277056277056,0.225,0.34615384615384615,0.05561375617980957
5,0.01,50,0.8,1.0,0.7272727272727273,0.2875,0.42201834862385323,0.06023001670837402
5,0.01,50,1.0,0.6,0.683982683982684,0.1125,0.1978021978021978,0.05420112609863281
5,0.01,50,1.0,0.8,0.7316017316017316,0.3,0.43636363636363634,0.05293560028076172
5,0.01,50,1.0,1.0,0.7489177489177489,0.4125,0.532258064516129,0.059395551681518555
5,0.01,100,0.6,0.6,0.7359307359307359,0.375,0.49586776859504134,0.09235692024230957
5,0.01,100,0.6,0.8,0.7402597402597403,0.5125,0.5774647887323944,0.14111995697021484
5,0.01,100,0.6,1.0,0.7532467532467533,0.5625,0.6122448979591837,0.10388040542602539
5,0.01,100,0.8,0.6,0.7359307359307359,0.4125,0.5196850393700787,0.09488248825073242
5,0.01,100,0.8,0.8,0.7532467532467533,0.5,0.583941605839416,0.09842896461486816
5,0.01,100,0.8,1.0,0.7575757575757576,0.5625,0.6164383561643836,0.10450077056884766
5,0.01,100,1.0,0.6,0.7619047619047619,0.4625,0.5736434108527132,0.09262394905090332
5,0.01,100,1.0,0.8,0.7489177489177489,0.5125,0.5857142857142857,0.09801387786865234
5,0.01,100,1.0,1.0,0.7489177489177489,0.575,0.6133333333333333,0.10536813735961914
5,0.01,200,0.6,0.6,0.7662337662337663,0.6,0.64,0.17552828788757324
5,0.01,200,0.6,0.8,0.7748917748917749,0.65,0.6666666666666666,0.1909799575805664
5,0.01,200,0.6,1.0,0.7748917748917749,0.6625,0.6708860759493671,0.1912703514099121
5,0.01,200,0.8,0.6,0.7662337662337663,0.6,0.64,0.1762070655822754
5,0.01,200,0.8,0.8,0.7705627705627706,0.6625,0.6666666666666666,0.18758869171142578
5,0.01,200,0.8,1.0,0.7705627705627706,0.675,0.6708074534161491,0.2015388011932373
5,0.01,200,1.0,0.6,0.7575757575757576,0.6125,0.6363636363636364,0.17825865745544434
5,0.01,200,1.0,0.8,0.7489177489177489,0.625,0.6329113924050633,0.18860101699829102
5,0.01,200,1.0,1.0,0.7402597402597403,0.6375,0.6296296296296297,0.2065746784210205
5,0.05,50,0.6,0.6,0.7532467532467533,0.5625,0.6122448979591837,0.049529075622558594
5,0.05,50,0.6,0.8,0.7575757575757576,0.6375,0.6455696202531646,0.06955385208129883
5,0.05,50,0.6,1.0,0.7575757575757576,0.675,0.6585365853658537,0.05779576301574707
5,0.05,50,0.8,0.6,0.7792207792207793,0.675,0.6792452830188679,0.05028676986694336
5,0.05,50,0.8,0.8,0.7575757575757576,0.65,0.65,0.05007767677307129
5,0.05,50,0.8,1.0,0.7532467532467533,0.6875,0.6586826347305389,0.05292534828186035
5,0.05,50,1.0,0.6,0.7619047619047619,0.625,0.6451612903225806,0.05154228210449219
5,0.05,50,1.0,0.8,0.7705627705627706,0.6625,0.6666666666666666,0.05757403373718262
5,0.05,50,1.0,1.0,0.7402597402597403,0.6625,0.6385542168674698,0.056462764739990234
5,0.05,100,0.6,0.6,0.7445887445887446,0.6375,0.6335403726708074,0.09361481666564941
5,0.05,100,0.6,0.8,0.7445887445887446,0.6625,0.6424242424242425,0.1358187198638916
5,0.05,100,0.6,1.0,0.7359307359307359,0.675,0.6390532544378699,0.09756302833557129
5,0.05,100,0.8,0.6,0.7489177489177489,0.675,0.6506024096385542,0.0973060131072998
5,0.05,100,0.8,0.8,0.7489177489177489,0.6875,0.6547619047619048,0.0954585075378418
5,0.05,100,0.8,1.0,0.7445887445887446,0.675,0.6467065868263473,0.09829497337341309
5,0.05,100,1.0,0.6,0.7575757575757576,0.6625,0.654320987654321,0.09283995628356934
5,0.05,100,1.0,0.8,0.7445887445887446,0.6625,0.6424242424242425,0.09881329536437988
5,0.05,100,1.0,1.0,0.7359307359307359,0.6625,0.6347305389221557,0.10059714317321777
5,0.05,200,0.6,0.6,0.7489177489177489,0.6625,0.6463414634146342,0.18157958984375
5,0.05,200,0.6,0.8,0.7359307359307359,0.6875,0.6432748538011696,0.253934383392334
5,0.05,200,0.6,1.0,0.7359307359307359,0.6875,0.6432748538011696,0.26450037956237793
5,0.05,200,0.8,0.6,0.7489177489177489,0.675,0.6506024096385542,0.1974031925201416
5,0.05,200,0.8,0.8,0.7445887445887446,0.7,0.6549707602339181,0.22630071640014648
5,0.05,200,0.8,1.0,0.7359307359307359,0.675,0.6390532544378699,0.20665478706359863
5,0.05,200,1.0,0.6,0.7316017316017316,0.6625,0.6309523809523809,0.18103528022766113
5,0.05,200,1.0,0.8,0.7316017316017316,0.6625,0.6309523809523809,0.19864845275878906
5,0.05,200,1.0,1.0,0.7445887445887446,0.6625,0.6424242424242425,0.200120210647583
5,0.1,50,0.6,0.6,0.7489177489177489,0.6375,0.6375,0.08874750137329102
5,0.1,50,0.6,0.8,0.7359307359307359,0.6625,0.6347305389221557,0.06193733215332031
5,0.1,50,0.6,1.0,0.7532467532467533,0.6875,0.6586826347305389,0.06746196746826172
5,0.1,50,0.8,0.6,0.7272727272727273,0.65,0.6227544910179641,0.058382272720336914
5,0.1,50,0.8,0.8,0.7402597402597403,0.6375,0.6296296296296297,0.05471086502075195
5,0.1,50,0.8,1.0,0.7402597402597403,0.6625,0.6385542168674698,0.06009674072265625
5,0.1,50,1.0,0.6,0.7489177489177489,0.675,0.6506024096385542,0.058650970458984375
5,0.1,50,1.0,0.8,0.7359307359307359,0.6625,0.6347305389221557,0.14510893821716309
5,0.1,50,1.0,1.0,0.7316017316017316,0.6625,0.6309523809523809,0.06655120849609375
5,0.1,100,0.6,0.6,0.7316017316017316,0.65,0.6265060240963856,0.10437917709350586
5,0.1,100,0.6,0.8,0.7445887445887446,0.675,0.6467065868263473,0.14528465270996094
5,0.1,100,0.6,1.0,0.7402597402597403,0.675,0.6428571428571429,0.13539385795593262
5,0.1,100,0.8,0.6,0.7359307359307359,0.6625,0.6347305389221557,0.12339210510253906
5,0.1,100,0.8,0.8,0.7359307359307359,0.675,0.6390532544378699,0.16910982131958008
5,0.1,100,0.8,1.0,0.7575757575757576,0.6875,0.6626506024096386,0.1767110824584961
5,0.1,100,1.0,0.6,0.7359307359307359,0.675,0.6390532544378699,0.13115477561950684
5,0.1,100,1.0,0.8,0.7359307359307359,0.675,0.6390532544378699,0.12785625457763672
5,0.1,100,1.0,1.0,0.7489177489177489,0.6875,0.6547619047619048,0.11283087730407715
5,0.1,200,0.6,0.6,0.70995670995671,0.625,0.5988023952095808,0.18245339393615723
5,0.1,200,0.6,0.8,0.7359307359307359,0.675,0.6390532544378699,0.1941068172454834
5,0.1,200,0.6,1.0,0.7316017316017316,0.6625,0.6309523809523809,0.2075517177581787
5,0.1,200,0.8,0.6,0.7186147186147186,0.65,0.6153846153846154,0.1883249282836914
5,0.1,200,0.8,0.8,0.696969696969697,0.6375,0.5930232558139535,0.3428678512573242
5,0.1,200,0.8,1.0,0.7229437229437229,0.6625,0.6235294117647059,0.2338864803314209
5,0.1,200,1.0,0.6,0.7272727272727273,0.6875,0.6358381502890174,0.201263427734375
5,0.1,200,1.0,0.8,0.7316017316017316,0.675,0.6352941176470588,0.19005537033081055
5,0.1,200,1.0,1.0,0.7445887445887446,0.675,0.6467065868263473,0.1915433406829834
5,0.3,50,0.6,0.6,0.7316017316017316,0.65,0.6265060240963856,0.051940202713012695
5,0.3,50,0.6,0.8,0.70995670995671,0.6375,0.6035502958579881,0.05070185661315918
5,0.3,50,0.6,1.0,0.7229437229437229,0.6625,0.6235294117647059,0.056697845458984375
5,0.3,50,0.8,0.6,0.7359307359307359,0.65,0.6303030303030303,0.05856752395629883
5,0.3,50,0.8,0.8,0.7142857142857143,0.65,0.611764705882353,0.05547523498535156
5,0.3,50,0.8,1.0,0.7359307359307359,0.6625,0.6347305389221557,0.09206676483154297
5,0.3,50,1.0,0.6,0.7272727272727273,0.6375,0.6181818181818182,0.07080507278442383
5,0.3,50,1.0,0.8,0.7272727272727273,0.6625,0.6272189349112426,0.06686186790466309
5,0.3,50,1.0,1.0,0.7359307359307359,0.6875,0.6432748538011696,0.1009986400604248
5,0.3,100,0.6,0.6,0.7056277056277056,0.625,0.5952380952380952,0.12651681900024414
5,0.3,100,0.6,0.8,0.7229437229437229,0.65,0.6190476190476191,0.09904336929321289
5,0.3,100,0.6,1.0,0.70995670995671,0.625,0.5988023952095808,0.09597277641296387
5,0.3,100,0.8,0.6,0.7272727272727273,0.625,0.6134969325153374,0.10264468193054199
5,0.3,100,0.8,0.8,0.7229437229437229,0.65,0.6190476190476191,0.10822319984436035
5,0.3,100,0.8,1.0,0.7445887445887446,0.675,0.6467065868263473,0.10714244842529297
5,0.3,100,1.0,0.6,0.7229437229437229,0.6375,0.6144578313253012,0.11490011215209961
5,0.3,100,1.0,0.8,0.7229437229437229,0.6625,0.6235294117647059,0.09128856658935547
5,0.3,100,1.0,1.0,0.7272727272727273,0.675,0.631578947368421,0.09345436096191406
5,0.3,200,0.6,0.6,0.70995670995671,0.6125,0.593939393939394,0.15744662284851074
5,0.3,200,0.6,0.8,0.7186147186147186,0.625,0.6060606060606061,0.15928077697753906
5,0.3,200,0.6,1.0,0.7056277056277056,0.6375,0.6,0.1601729393005371
5,0.3,200,0.8,0.6,0.7272727272727273,0.65,0.6227544910179641,0.2283625602722168
5,0.3,200,0.8,0.8,0.70995670995671,0.6375,0.6035502958579881,0.21332597732543945
5,0.3,200,0.8,1.0,0.7359307359307359,0.675,0.6390532544378699,0.18930840492248535
5,0.3,200,1.0,0.6,0.70995670995671,0.6375,0.6035502958579881,0.156402587890625
5,0.3,200,1.0,0.8,0.7142857142857143,0.6625,0.6162790697674418,0.26362156867980957
5,0.3,200,1.0,1.0,0.7316017316017316,0.7,0.6436781609195402,0.2765665054321289
